Skin_Type,Product_Name,Concern,product_url,product_pic,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Gender_Target,Packaging_Type,Ingredients,Cruelty_Free,Country_of_Origin
Sensitive,Super Powder,General skincare,No URL available,No Image,Charlotte Tilbury,Cleanser,Weekly,98.12,2.1,2591.0,100ml,Female,Tube,Glycerin,True,Germany
Sensitive,Super Powder,General skincare,No URL available,No Image,Hourglass,Eye Shadow,Monthly,96.97,3.0,1089.0,50ml,Unisex,Tube,Hyaluronic Acid,True,South Korea
Sensitive,Super Powder,General skincare,No URL available,No Image,Rare Beauty,Bronzer,Monthly,59.17,4.3,944.0,150ml,Male,Bottle,Retinol,False,South Korea
Sensitive,Super Powder,General skincare,No URL available,No Image,E.l.f.,Lip Liner,Daily,136.13,2.4,3968.0,100ml,Male,Stick,Glycerin,False,South Korea
Sensitive,Super Powder,General skincare,No URL available,No Image,Huda Beauty,Setting Spray,Occasional,69.24,2.2,8761.0,200ml,Unisex,Bottle,Aloe Vera,False,USA
Sensitive,Super Powder,General skincare,No URL available,No Image,Ilia Beauty,Eyeliner,Occasional,66.29,3.3,2558.0,200ml,Male,Jar,Glycerin,True,Italy
Combination,Super Primer,General skincare,No URL available,No Image,Rare Beauty,Highlighter,Weekly,111.7,1.7,9892.0,150ml,Unisex,Compact,Retinol,True,USA
Combination,Super Primer,General skincare,No URL available,No Image,Farsali,Lipstick,Daily,67.32,1.5,6102.0,100ml,Female,Spray,Vitamin C,True,France
Combination,Super Primer,General skincare,No URL available,No Image,Laura Mercier,Primer,Weekly,127.3,2.5,1645.0,150ml,Female,Compact,Hyaluronic Acid,False,South Korea
Combination,Super Primer,General skincare,No URL available,No Image,Pat McGrath Labs,Highlighter,Monthly,49.75,3.4,2012.0,250ml,Female,Bottle,Salicylic Acid,False,Australia
Combination,Super Primer,General skincare,No URL available,No Image,Bourjois,Makeup Remover,Daily,129.52,3.2,5641.0,30ml,Female,Bottle,Hyaluronic Acid,False,UK
Combination,Super Primer,General skincare,No URL available,No Image,Anastasia Beverly Hills,Cleanser,Daily,130.55,1.4,8179.0,200ml,Female,Compact,Glycerin,False,Australia
Combination,Super Primer,General skincare,No URL available,No Image,IT Cosmetics,Powder,Weekly,137.58,3.7,6421.0,100ml,Female,Bottle,Retinol,False,Australia
Combination,Super Primer,General skincare,No URL available,No Image,Charlotte Tilbury,Concealer,Daily,138.79,1.1,205.0,100ml,Male,Jar,Vitamin C,False,Australia
Combination,Super Primer,General skincare,No URL available,No Image,Morphe,Serum,Weekly,46.93,3.3,5674.0,250ml,Male,Spray,Glycerin,True,Australia
Combination,Super Primer,General skincare,No URL available,No Image,Natasha Denona,Face Mask,Daily,147.16,2.6,9863.0,250ml,Male,Tube,Vitamin C,True,Italy
Combination,Super Primer,General skincare,No URL available,No Image,Hourglass,Primer,Weekly,96.82,1.7,822.0,100ml,Male,Stick,Salicylic Acid,False,USA
Combination,Super Primer,General skincare,No URL available,No Image,Morphe,Eye Shadow,Weekly,138.14,4.1,8805.0,250ml,Unisex,Stick,Aloe Vera,False,Japan
Combination,Super Primer,General skincare,No URL available,No Image,Farsali,Lip Gloss,Daily,115.87,2.3,6850.0,150ml,Male,Compact,Retinol,False,South Korea
Combination,Super Primer,General skincare,No URL available,No Image,Farsali,Serum,Weekly,58.6,3.0,6346.0,150ml,Male,Spray,Aloe Vera,False,Japan
Combination,Super Primer,General skincare,No URL available,No Image,Huda Beauty,Setting Spray,Occasional,51.89,4.9,8857.0,100ml,Female,Bottle,Vitamin C,True,USA
Combination,Super Primer,General skincare,No URL available,No Image,Kiehl’s,Exfoliator,Occasional,86.22,3.2,4777.0,50ml,Male,Jar,Retinol,True,UK
Combination,Super Primer,General skincare,No URL available,No Image,Drunk Elephant,Eye Shadow,Occasional,79.96,2.5,4463.0,50ml,Unisex,Tube,Shea Butter,False,France
Combination,Super Primer,General skincare,No URL available,No Image,E.l.f.,Mascara,Monthly,44.47,1.7,5338.0,30ml,Male,Stick,Glycerin,False,UK
Combination,Super Primer,General skincare,No URL available,No Image,Tarte,Eye Shadow,Occasional,136.14,1.6,6358.0,200ml,Female,Compact,Glycerin,False,South Korea
Combination,Super Primer,General skincare,No URL available,No Image,Tatcha,Exfoliator,Occasional,15.7,3.6,6987.0,150ml,Male,Stick,Shea Butter,True,Italy
Combination,Super Primer,General skincare,No URL available,No Image,Farsali,Powder,Monthly,108.11,4.7,7331.0,100ml,Unisex,Bottle,Retinol,False,Japan
Combination,Super Primer,General skincare,No URL available,No Image,Huda Beauty,Lipstick,Daily,54.04,1.3,1878.0,250ml,Unisex,Spray,Salicylic Acid,True,South Korea
Combination,Super Primer,General skincare,No URL available,No Image,Yves Saint Laurent,Powder,Monthly,62.85,4.2,1358.0,100ml,Unisex,Spray,Retinol,True,South Korea
Combination,Super Primer,General skincare,No URL available,No Image,Yves Saint Laurent,Primer,Daily,143.3,1.1,7294.0,200ml,Male,Stick,Aloe Vera,True,France
Combination,Super Primer,General skincare,No URL available,No Image,Ilia Beauty,Contour,Weekly,68.67,1.5,9454.0,250ml,Unisex,Compact,Glycerin,True,Germany
Combination,Super Primer,General skincare,No URL available,No Image,Tatcha,CC Cream,Monthly,103.76,4.5,5648.0,150ml,Unisex,Spray,Salicylic Acid,False,Germany
Combination,Super Primer,General skincare,No URL available,No Image,Laura Mercier,Eye Shadow,Daily,130.44,4.8,653.0,200ml,Male,Jar,Shea Butter,False,USA
Combination,Super Primer,General skincare,No URL available,No Image,Perricone MD,Lip Liner,Daily,56.0,1.3,4781.0,30ml,Male,Spray,Glycerin,False,France
Combination,Super Primer,General skincare,No URL available,No Image,Make Up For Ever,Face Mask,Monthly,136.72,2.0,4966.0,250ml,Female,Tube,Salicylic Acid,True,USA
Combination,Super Primer,General skincare,No URL available,No Image,Natasha Denona,Exfoliator,Occasional,21.08,4.6,6042.0,100ml,Male,Tube,Salicylic Acid,False,Italy
Dry,Super Primer,General skincare,No URL available,No Image,Morphe,Setting Spray,Daily,71.36,1.1,4446.0,100ml,Male,Bottle,Aloe Vera,False,USA
Dry,Super Primer,General skincare,No URL available,No Image,Make Up For Ever,Makeup Remover,Occasional,89.23,3.1,5174.0,150ml,Male,Spray,Vitamin C,True,France
Dry,Super Primer,General skincare,No URL available,No Image,Drunk Elephant,Bronzer,Daily,108.62,4.5,6041.0,150ml,Male,Tube,Glycerin,True,South Korea
Dry,Super Primer,General skincare,No URL available,No Image,Morphe,Moisturizer,Monthly,89.62,1.9,6785.0,250ml,Female,Jar,Shea Butter,False,UK
Dry,Super Primer,General skincare,No URL available,No Image,Bite Beauty,Bronzer,Occasional,137.65,4.3,7317.0,150ml,Male,Spray,Vitamin C,True,South Korea
Dry,Super Primer,General skincare,No URL available,No Image,Tarte,Lipstick,Weekly,89.04,4.1,2938.0,150ml,Unisex,Compact,Glycerin,True,UK
Dry,Super Primer,General skincare,No URL available,No Image,Anastasia Beverly Hills,Powder,Occasional,122.92,4.2,8672.0,150ml,Female,Spray,Retinol,True,Australia
Dry,Super Primer,General skincare,No URL available,No Image,Rare Beauty,Setting Spray,Monthly,25.63,4.5,453.0,30ml,Male,Stick,Hyaluronic Acid,False,Italy
Dry,Super Primer,General skincare,No URL available,No Image,Glossier,Lipstick,Daily,83.37,4.4,4334.0,30ml,Female,Spray,Salicylic Acid,False,Germany
Dry,Super Primer,General skincare,No URL available,No Image,Tatcha,Lipstick,Monthly,48.66,3.5,3217.0,100ml,Unisex,Spray,Shea Butter,False,Australia
Dry,Super Primer,General skincare,No URL available,No Image,Farsali,Lipstick,Occasional,42.45,2.3,3220.0,100ml,Female,Compact,Glycerin,True,UK
Dry,Super Primer,General skincare,No URL available,No Image,KVD Beauty,Serum,Weekly,98.98,4.1,3233.0,200ml,Male,Stick,Shea Butter,True,Germany
Dry,Super Primer,General skincare,No URL available,No Image,KVD Beauty,Lip Gloss,Daily,53.82,1.9,3052.0,200ml,Unisex,Stick,Hyaluronic Acid,False,Japan
Dry,Super Primer,General skincare,No URL available,No Image,KVD Beauty,Lip Liner,Occasional,116.02,2.9,5726.0,250ml,Unisex,Bottle,Shea Butter,True,UK
Dry,Super Primer,General skincare,No URL available,No Image,Fenty Beauty,Cleanser,Monthly,115.08,4.4,96.0,50ml,Female,Jar,Aloe Vera,False,Italy
Dry,Super Primer,General skincare,No URL available,No Image,Huda Beauty,Face Mask,Daily,127.98,2.4,9995.0,200ml,Male,Compact,Aloe Vera,True,UK
Dry,Super Primer,General skincare,No URL available,No Image,Too Faced,Contour,Daily,67.63,4.3,4035.0,250ml,Male,Compact,Vitamin C,False,Australia
Dry,Super Primer,General skincare,No URL available,No Image,Farsali,Powder,Monthly,57.69,1.4,5459.0,200ml,Female,Compact,Retinol,True,Japan
Dry,Super Primer,General skincare,No URL available,No Image,Yves Saint Laurent,Primer,Occasional,142.61,2.5,1795.0,200ml,Female,Spray,Glycerin,True,Japan
Dry,Super Primer,General skincare,No URL available,No Image,Tarte,BB Cream,Daily,59.44,3.3,4003.0,150ml,Male,Stick,Retinol,False,Australia
Dry,Super Primer,General skincare,No URL available,No Image,Clinique,Lipstick,Monthly,44.5,3.1,7247.0,250ml,Unisex,Bottle,Vitamin C,True,Japan
Dry,Super Primer,General skincare,No URL available,No Image,Huda Beauty,Mascara,Occasional,118.99,2.2,2817.0,200ml,Unisex,Compact,Salicylic Acid,True,Germany
Dry,Super Primer,General skincare,No URL available,No Image,Too Faced,Serum,Occasional,15.57,2.5,172.0,50ml,Unisex,Compact,Retinol,True,USA
Dry,Super Primer,General skincare,No URL available,No Image,Charlotte Tilbury,Face Oil,Daily,64.55,4.8,6147.0,150ml,Unisex,Jar,Hyaluronic Acid,True,Australia
Dry,Super Primer,General skincare,No URL available,No Image,KVD Beauty,Bronzer,Daily,42.44,4.5,1403.0,250ml,Female,Tube,Vitamin C,False,USA
Dry,Super Primer,General skincare,No URL available,No Image,RMS Beauty,Bronzer,Monthly,26.77,2.5,1120.0,50ml,Male,Tube,Retinol,False,UK
Dry,Super Primer,General skincare,No URL available,No Image,Ilia Beauty,Concealer,Occasional,87.85,4.7,2695.0,250ml,Male,Compact,Aloe Vera,True,South Korea
Dry,Super Primer,General skincare,No URL available,No Image,Bobby Brown,Setting Spray,Weekly,56.51,3.1,6273.0,100ml,Male,Stick,Vitamin C,True,Japan
Normal,Super Primer,General skincare,No URL available,No Image,Danessa Myricks,Primer,Weekly,148.83,2.7,7034.0,50ml,Female,Spray,Aloe Vera,False,Australia
Normal,Super Primer,General skincare,No URL available,No Image,Fenty Beauty,Lip Gloss,Occasional,76.67,4.7,2896.0,250ml,Male,Stick,Glycerin,True,Japan
Normal,Super Primer,General skincare,No URL available,No Image,Patrick Ta,Powder,Monthly,101.55,1.3,6044.0,200ml,Unisex,Tube,Glycerin,False,UK
Normal,Super Primer,General skincare,No URL available,No Image,Too Faced,Contour,Occasional,145.37,3.3,2886.0,150ml,Unisex,Bottle,Shea Butter,False,France
Normal,Super Primer,General skincare,No URL available,No Image,Charlotte Tilbury,Setting Spray,Daily,25.74,4.5,726.0,50ml,Unisex,Tube,Retinol,True,Italy
Normal,Super Primer,General skincare,No URL available,No Image,Bourjois,Makeup Remover,Occasional,115.65,3.6,7892.0,250ml,Unisex,Compact,Aloe Vera,True,France
Normal,Super Primer,General skincare,No URL available,No Image,Natasha Denona,Face Mask,Occasional,65.03,4.3,7644.0,100ml,Unisex,Spray,Shea Butter,False,Australia
Normal,Super Primer,General skincare,No URL available,No Image,Clinique,Foundation,Monthly,34.94,2.7,2335.0,50ml,Male,Jar,Glycerin,True,Japan
Normal,Super Primer,General skincare,No URL available,No Image,Juvia’s Place,Lipstick,Monthly,122.55,4.0,8912.0,200ml,Unisex,Compact,Shea Butter,False,South Korea
Normal,Super Primer,General skincare,No URL available,No Image,Danessa Myricks,Highlighter,Monthly,48.14,3.7,5221.0,100ml,Male,Stick,Hyaluronic Acid,False,Italy
Normal,Super Primer,General skincare,No URL available,No Image,Milk Makeup,Eye Shadow,Occasional,44.72,4.7,9284.0,200ml,Female,Jar,Retinol,True,Australia
Normal,Super Primer,General skincare,No URL available,No Image,Sisley,Primer,Daily,34.5,4.1,3217.0,100ml,Male,Spray,Hyaluronic Acid,True,Germany
Normal,Super Primer,General skincare,No URL available,No Image,Fenty Beauty,CC Cream,Weekly,71.44,4.9,3276.0,100ml,Male,Stick,Glycerin,True,Italy
Normal,Super Primer,General skincare,No URL available,No Image,Kylie Cosmetics,Face Mask,Monthly,99.31,3.2,8505.0,50ml,Unisex,Stick,Retinol,True,USA
Normal,Super Primer,General skincare,No URL available,No Image,Patrick Ta,Bronzer,Weekly,11.93,3.6,7234.0,50ml,Male,Spray,Vitamin C,True,France
Normal,Super Primer,General skincare,No URL available,No Image,Kiehl’s,Setting Spray,Weekly,101.87,2.2,261.0,250ml,Unisex,Compact,Vitamin C,True,Germany
Normal,Super Primer,General skincare,No URL available,No Image,Drunk Elephant,Lipstick,Daily,10.32,4.5,5702.0,250ml,Female,Bottle,Glycerin,False,USA
Normal,Super Primer,General skincare,No URL available,No Image,Laura Mercier,Face Mask,Daily,98.99,3.5,6526.0,150ml,Male,Bottle,Aloe Vera,False,Italy
Normal,Super Primer,General skincare,No URL available,No Image,Pat McGrath Labs,Concealer,Daily,42.15,3.1,9984.0,30ml,Unisex,Jar,Salicylic Acid,True,France
Normal,Super Primer,General skincare,No URL available,No Image,ColourPop,Highlighter,Weekly,45.66,3.8,4838.0,50ml,Unisex,Tube,Retinol,True,Australia
Normal,Super Primer,General skincare,No URL available,No Image,Morphe,Setting Spray,Occasional,97.39,4.1,9584.0,50ml,Unisex,Tube,Salicylic Acid,True,Australia
Oily,Super Primer,General skincare,No URL available,No Image,Fenty Beauty,CC Cream,Monthly,58.78,1.5,6828.0,150ml,Male,Compact,Shea Butter,False,Australia
Oily,Super Primer,General skincare,No URL available,No Image,Yves Saint Laurent,Lip Gloss,Daily,140.09,3.7,1418.0,150ml,Female,Compact,Retinol,True,Australia
Oily,Super Primer,General skincare,No URL available,No Image,Fenty Beauty,Lipstick,Monthly,47.72,2.3,2923.0,250ml,Male,Spray,Retinol,False,Germany
Oily,Super Primer,General skincare,No URL available,No Image,Morphe,Moisturizer,Weekly,112.26,1.7,6929.0,200ml,Unisex,Stick,Shea Butter,True,Germany
Oily,Super Primer,General skincare,No URL available,No Image,Shiseido,Foundation,Occasional,148.08,3.9,2675.0,250ml,Male,Spray,Retinol,True,France
Oily,Super Primer,General skincare,No URL available,No Image,Morphe,Primer,Weekly,21.48,1.4,2727.0,50ml,Male,Compact,Glycerin,False,USA
Oily,Super Primer,General skincare,No URL available,No Image,Urban Decay,Lip Gloss,Weekly,81.77,2.6,3386.0,30ml,Unisex,Compact,Shea Butter,True,Italy
Oily,Super Primer,General skincare,No URL available,No Image,IT Cosmetics,Foundation,Daily,83.2,3.1,8454.0,150ml,Male,Tube,Hyaluronic Acid,True,Australia
Oily,Super Primer,General skincare,No URL available,No Image,Yves Saint Laurent,Serum,Monthly,22.39,1.6,872.0,100ml,Unisex,Compact,Retinol,True,France
Oily,Super Primer,General skincare,No URL available,No Image,Rare Beauty,Makeup Remover,Weekly,28.83,1.1,3139.0,200ml,Unisex,Bottle,Vitamin C,False,South Korea
Oily,Super Primer,General skincare,No URL available,No Image,Yves Saint Laurent,Lipstick,Occasional,11.34,1.1,1368.0,150ml,Female,Spray,Hyaluronic Acid,True,UK
Oily,Super Primer,General skincare,No URL available,No Image,Rare Beauty,Primer,Weekly,107.48,1.8,8959.0,50ml,Unisex,Jar,Retinol,True,Japan
Oily,Super Primer,General skincare,No URL available,No Image,Drunk Elephant,Serum,Weekly,82.83,3.9,9301.0,100ml,Female,Spray,Retinol,True,France
Oily,Super Primer,General skincare,No URL available,No Image,Bourjois,Eye Shadow,Daily,106.67,1.6,7098.0,200ml,Male,Stick,Retinol,False,USA
Oily,Super Primer,General skincare,No URL available,No Image,Bite Beauty,Lip Gloss,Occasional,89.99,1.0,8759.0,200ml,Unisex,Bottle,Glycerin,False,UK
Oily,Super Primer,General skincare,No URL available,No Image,NARS,Lip Gloss,Monthly,79.02,2.5,3797.0,100ml,Male,Tube,Retinol,False,USA
Oily,Super Primer,General skincare,No URL available,No Image,Ilia Beauty,Mascara,Daily,75.36,4.0,4310.0,50ml,Male,Stick,Shea Butter,True,UK
Oily,Super Primer,General skincare,No URL available,No Image,KVD Beauty,Powder,Monthly,87.41,3.0,6184.0,50ml,Female,Bottle,Glycerin,False,Italy
Oily,Super Primer,General skincare,No URL available,No Image,Becca,Eyeliner,Daily,141.96,2.9,8780.0,150ml,Female,Spray,Vitamin C,True,South Korea
Oily,Super Primer,General skincare,No URL available,No Image,Perricone MD,Mascara,Monthly,49.78,2.7,4260.0,200ml,Male,Spray,Hyaluronic Acid,False,Italy
Oily,Super Primer,General skincare,No URL available,No Image,Clinique,Mascara,Monthly,124.06,1.2,1000.0,50ml,Female,Jar,Retinol,False,USA
Oily,Super Primer,General skincare,No URL available,No Image,Becca,Makeup Remover,Weekly,97.85,4.8,9582.0,50ml,Female,Tube,Salicylic Acid,False,South Korea
Oily,Super Primer,General skincare,No URL available,No Image,Tarte,Moisturizer,Occasional,132.53,1.0,7917.0,250ml,Male,Compact,Hyaluronic Acid,False,UK
Oily,Super Primer,General skincare,No URL available,No Image,Make Up For Ever,Powder,Occasional,97.72,4.2,6047.0,250ml,Male,Compact,Hyaluronic Acid,False,USA
Oily,Super Primer,General skincare,No URL available,No Image,Too Faced,Powder,Occasional,73.98,2.9,5989.0,50ml,Male,Jar,Shea Butter,True,France
Oily,Super Primer,General skincare,No URL available,No Image,Milk Makeup,Bronzer,Monthly,91.02,3.7,7331.0,100ml,Male,Jar,Shea Butter,False,Australia
Oily,Super Primer,General skincare,No URL available,No Image,E.l.f.,Eyeliner,Daily,41.07,2.1,8654.0,100ml,Unisex,Stick,Hyaluronic Acid,False,South Korea
Oily,Super Primer,General skincare,No URL available,No Image,Sisley,Eyeliner,Monthly,117.03,4.5,6365.0,50ml,Unisex,Compact,Salicylic Acid,False,UK
Oily,Super Primer,General skincare,No URL available,No Image,Kylie Cosmetics,Lip Gloss,Daily,120.1,4.8,2096.0,100ml,Unisex,Jar,Salicylic Acid,True,Italy
Oily,Super Primer,General skincare,No URL available,No Image,NARS,Makeup Remover,Weekly,146.46,2.9,7395.0,200ml,Unisex,Compact,Salicylic Acid,False,USA
Oily,Super Primer,General skincare,No URL available,No Image,Drunk Elephant,Lip Liner,Weekly,87.33,2.7,7728.0,50ml,Male,Jar,Retinol,True,Italy
Oily,Super Primer,General skincare,No URL available,No Image,Bourjois,Makeup Remover,Weekly,66.8,4.1,8985.0,200ml,Female,Spray,Retinol,False,France
Oily,Super Primer,General skincare,No URL available,No Image,Anastasia Beverly Hills,Lipstick,Weekly,121.64,4.1,8761.0,150ml,Male,Bottle,Aloe Vera,True,USA
Sensitive,Super Primer,General skincare,No URL available,No Image,E.l.f.,Concealer,Weekly,60.17,4.5,4580.0,150ml,Female,Tube,Glycerin,False,USA
Sensitive,Super Primer,General skincare,No URL available,No Image,Becca,Blush,Occasional,134.93,1.6,4061.0,150ml,Male,Jar,Hyaluronic Acid,True,Japan
Sensitive,Super Primer,General skincare,No URL available,No Image,Clinique,Moisturizer,Weekly,106.51,3.1,4722.0,150ml,Unisex,Jar,Aloe Vera,True,Italy
Sensitive,Super Primer,General skincare,No URL available,No Image,Make Up For Ever,Concealer,Weekly,109.72,1.3,93.0,30ml,Female,Jar,Glycerin,False,Italy
Sensitive,Super Primer,General skincare,No URL available,No Image,Charlotte Tilbury,Lip Gloss,Monthly,79.09,1.7,3834.0,200ml,Female,Bottle,Glycerin,True,Italy
Sensitive,Super Primer,General skincare,No URL available,No Image,Clinique,Cleanser,Monthly,99.55,3.4,1375.0,30ml,Female,Stick,Aloe Vera,False,South Korea
Sensitive,Super Primer,General skincare,No URL available,No Image,Yves Saint Laurent,Eyeliner,Weekly,90.96,3.4,527.0,150ml,Male,Jar,Vitamin C,True,Australia
Sensitive,Super Primer,General skincare,No URL available,No Image,IT Cosmetics,Serum,Weekly,141.75,4.0,8636.0,30ml,Unisex,Spray,Glycerin,True,Germany
